"Unnamed: 0","id1","text1","id2","text2","id3","text3","id4","text4","H28対応項目","第4層","第3層","診療科","診療科第3層","症候","行き先がないID","他へ","メモ","参考(以前の入力)"
1241.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-04","体重減少・体重増加","F-01-04-na","なし","F-01-04-na-02","体重減少・体重増加をきたす疾患(群)を列挙し、診断の要点を説明できる。","","","","診断","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1242.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-04","体重減少・体重増加","F-01-04-na","なし","F-01-04-na-03","体重減少・体重増加がある患者の治療の要点を説明し、専門的治療が必要な状態を概説できる。","","","","治療の要点","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1243.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-05","ショック","F-01-05-na","なし","F-01-05-na-01","ショックの原因と病態生理を説明できる。","","","","病態生理","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1244.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-05","ショック","F-01-05-na","なし","F-01-05-na-02","ショックをきたす疾患(群)を列挙し、診断の要点を説明できる。","","","","診断","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1245.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-05","ショック","F-01-05-na","なし","F-01-05-na-03","ショック状態にある患者の治療の要点を説明し、専門的治療が必要な状態を概説できる。","","","","治療の要点","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1246.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-06","心停止","F-01-06-na","なし","F-01-06-na-01","心停止の原因と病態生理を説明できる。","","","","病態生理","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1247.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-06","心停止","F-01-06-na","なし","F-01-06-na-02","心停止をきたす疾患(群)を列挙し、診断の要点を説明できる。","","","","診断","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1248.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-06","心停止","F-01-06-na","なし","F-01-06-na-03","心停止患者の治療の要点を説明し、専門的治療が必要な状態を概説できる。","","","","治療の要点","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1249.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-07","意識障害・失神","F-01-07-na","なし","F-01-07-na-01","意識障害・失神の原因と病態生理を説明できる。","","","","病態生理","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1250.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-07","意識障害・失神","F-01-07-na","なし","F-01-07-na-02","意識障害・失神をきたす疾患(群)を列挙し、診断の要点を説明できる。","","","","診断","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1251.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-07","意識障害・失神","F-01-07-na","なし","F-01-07-na-03","意識障害・失神がある患者の治療の要点を説明し、専門的治療が必要な状態を概説できる。","","","","治療の要点","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1252.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-08","けいれん","F-01-08-na","なし","F-01-08-na-01","けいれんの原因と病態生理を説明できる。","","","","病態生理","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1253.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-08","けいれん","F-01-08-na","なし","F-01-08-na-02","けいれんをきたす疾患(群)を列挙し、診断の要点を説明できる。","","","","診断","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1254.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-08","けいれん","F-01-08-na","なし","F-01-08-na-03","けいれんがある患者の治療の要点を説明し、専門的治療が必要な状態を概説できる。","","","","治療の要点","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1255.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-09","めまい","F-01-09-na","なし","F-01-09-na-01","めまいの原因と病態生理を説明できる。","","","","病態生理","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1256.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-09","めまい","F-01-09-na","なし","F-01-09-na-02","めまいをきたす疾患(群)を列挙し、診断の要点を説明できる。","","","","診断","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1257.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-09","めまい","F-01-09-na","なし","F-01-09-na-03","めまいがある患者の治療の要点を説明し、専門的治療が必要な状態を概説できる。","","","","治療の要点","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1258.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-10","脱水","F-01-10-na","なし","F-01-10-na-01","脱水の原因と病態生理を説明できる。","","","","病態生理","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1259.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-10","脱水","F-01-10-na","なし","F-01-10-na-02","脱水をきたす疾患(群)を列挙し、診断の要点を説明できる。","","","","診断","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1260.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-10","脱水","F-01-10-na","なし","F-01-10-na-03","脱水がある患者の治療の要点を説明し、専門的治療が必要な状態を概説できる。","","","","治療の要点","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1261.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-11","浮腫","F-01-11-na","なし","F-01-11-na-01","浮腫の原因と病態生理を説明できる。","","","","病態生理","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1262.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-11","浮腫","F-01-11-na","なし","F-01-11-na-02","浮腫をきたす疾患(群)を列挙し、診断の要点を説明できる。","","","","診断","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1263.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-11","浮腫","F-01-11-na","なし","F-01-11-na-03","浮腫がある患者の治療の要点を説明し、専門的治療が必要な状態を概説できる。","","","","治療の要点","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1264.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-12","発疹","F-01-12-na","なし","F-01-12-na-01","発疹の原因と病態生理を説明できる。","","","","病態生理","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1265.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-12","発疹","F-01-12-na","なし","F-01-12-na-02","発疹をきたす疾患(群)を列挙し、診断の要点を説明できる。","","","","診断","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1266.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-12","発疹","F-01-12-na","なし","F-01-12-na-03","発疹がある患者の治療の要点を説明し、専門的治療が必要な状態を概説できる。","","","","治療の要点","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1267.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-13","咳・痰","F-01-13-na","なし","F-01-13-na-01","咳・痰の原因と病態生理を説明できる。","","","","病態生理","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1268.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-13","咳・痰","F-01-13-na","なし","F-01-13-na-02","咳・痰をきたす疾患(群)を列挙し、診断の要点を説明できる。","","","","診断","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1269.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-13","咳・痰","F-01-13-na","なし","F-01-13-na-03","咳・痰がある患者の治療の要点を説明し、専門的治療が必要な状態を概説できる。","","","","治療の要点","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1270.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-14","血痰・喀血","F-01-14-na","なし","F-01-14-na-01","血痰・喀血の原因と病態生理を説明できる。","","","","病態生理","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1271.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-14","血痰・喀血","F-01-14-na","なし","F-01-14-na-02","血痰・喀血をきたす疾患(群)を列挙し、診断の要点を説明できる。","","","","診断","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1272.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-14","血痰・喀血","F-01-14-na","なし","F-01-14-na-03","血痰・喀血がある患者の治療の要点を説明し、専門的治療が必要な状態を概説できる。","","","","治療の要点","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1273.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-15","呼吸困難","F-01-15-na","なし","F-01-15-na-01","呼吸困難の原因と病態生理を説明できる。","","","","病態生理","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1274.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-15","呼吸困難","F-01-15-na","なし","F-01-15-na-02","呼吸困難をきたす疾患(群)を列挙し、診断の要点を説明できる。","","","","診断","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1275.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-15","呼吸困難","F-01-15-na","なし","F-01-15-na-03","呼吸困難がある患者の治療の要点を説明し、専門的治療が必要な状態を概説できる。","","","","治療の要点","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1276.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-16","胸痛","F-01-16-na","なし","F-01-16-na-01","胸痛の原因と病態生理を説明できる。","","","","病態生理","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1277.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-16","胸痛","F-01-16-na","なし","F-01-16-na-02","胸痛をきたす疾患(群)を列挙し、診断の要点を説明できる。","","","","診断","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1278.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-16","胸痛","F-01-16-na","なし","F-01-16-na-03","胸痛がある患者の治療の要点を説明し、専門的治療が必要な状態を概説できる。","","","","治療の要点","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1279.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-17","動悸","F-01-17-na","なし","F-01-17-na-01","動悸の原因と病態生理を説明できる。","","","","病態生理","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1280.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-17","動悸","F-01-17-na","なし","F-01-17-na-02","動悸をきたす疾患(群)を列挙し、診断の要点を説明できる。","","","","診断","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1281.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-17","動悸","F-01-17-na","なし","F-01-17-na-03","動悸がある患者の治療の要点を説明し、専門的治療が必要な状態を概説できる。","","","","治療の要点","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1282.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-18","胸水","F-01-18-na","なし","F-01-18-na-01","胸水の原因と病態生理を説明できる。","","","","病態生理","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1283.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-18","胸水","F-01-18-na","なし","F-01-18-na-02","胸水をきたす疾患(群)を列挙し、診断の要点を説明できる。","","","","診断","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1284.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-18","胸水","F-01-18-na","なし","F-01-18-na-03","胸水がある患者の治療の要点を説明し、専門的治療が必要な状態を概説できる。","","","","治療の要点","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1285.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-19","嚥下困難・障害","F-01-19-na","なし","F-01-19-na-01","嚥下困難・障害の原因と病態生理を説明できる。","","","","病態生理","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1286.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-19","嚥下困難・障害","F-01-19-na","なし","F-01-19-na-02","嚥下困難・障害をきたす疾患(群)を列挙し、診断の要点を説明できる。","","","","診断","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1287.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-19","嚥下困難・障害","F-01-19-na","なし","F-01-19-na-03","嚥下困難・障害がある患者の治療の要点を説明し、専門的治療が必要な状態を概説できる。","","","","治療の要点","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1288.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-20","腹痛","F-01-20-na","なし","F-01-20-na-01","腹痛の原因と病態生理を説明できる。","","","","病態生理","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1289.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-20","腹痛","F-01-20-na","なし","F-01-20-na-02","腹痛をきたす疾患(群)を列挙し、診断の要点を説明できる。","","","","診断","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1290.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-20","腹痛","F-01-20-na","なし","F-01-20-na-03","腹痛がある患者の治療の要点を説明し、専門的治療が必要な状態を概説できる。","","","","治療の要点","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1291.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-21","悪心・嘔吐","F-01-21-na","なし","F-01-21-na-01","悪心・嘔吐の原因と病態生理を説明できる。","","","","病態生理","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1292.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-21","悪心・嘔吐","F-01-21-na","なし","F-01-21-na-02","悪心・嘔吐をきたす疾患(群)を列挙し、診断の要点を説明できる。","","","","診断","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1293.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-21","悪心・嘔吐","F-01-21-na","なし","F-01-21-na-03","悪心・嘔吐がある患者の治療の要点を説明し、専門的治療が必要な状態を概説できる。","","","","治療の要点","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1294.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-22","吐血・下血","F-01-22-na","なし","F-01-22-na-01","吐血・下血の原因と病態生理を説明できる。","","","","病態生理","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1295.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-22","吐血・下血","F-01-22-na","なし","F-01-22-na-02","吐血・下血をきたす疾患(群)を列挙し、診断の要点を説明できる。","","","","診断","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1296.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-22","吐血・下血","F-01-22-na","なし","F-01-22-na-03","吐血・下血がある患者の治療の要点を説明し、専門的治療が必要な状態を概説できる。","","","","治療の要点","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1297.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-23","便秘・下痢","F-01-23-na","なし","F-01-23-na-01","便秘・下痢の原因と病態生理を説明できる。","","","","病態生理","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1298.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-23","便秘・下痢","F-01-23-na","なし","F-01-23-na-02","便秘・下痢をきたす疾患(群)を列挙し、診断の要点を説明できる。","","","","診断","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1299.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-23","便秘・下痢","F-01-23-na","なし","F-01-23-na-03","便秘・下痢がある患者の治療の要点を説明し、専門的治療が必要な状態を概説できる。","","","","治療の要点","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1300.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-24","黄疸","F-01-24-na","なし","F-01-24-na-01","黄疸の原因と病態生理を説明できる。","","","","病態生理","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1301.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-24","黄疸","F-01-24-na","なし","F-01-24-na-02","黄疸をきたす疾患(群)を列挙し、診断の要点を説明できる。","","","","診断","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1302.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-24","黄疸","F-01-24-na","なし","F-01-24-na-03","黄疸がある患者の治療の要点を説明し、専門的治療が必要な状態を概説できる。","","","","治療の要点","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1303.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-25","腹部膨隆（腹水を含む）・腫瘤","F-01-25-na","なし","F-01-25-na-01","腹部膨隆（腹水を含む）・腫瘤の原因と病態生理を説明できる。","","","","病態生理","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1304.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-25","腹部膨隆（腹水を含む）・腫瘤","F-01-25-na","なし","F-01-25-na-02","腹部膨隆（腹水を含む）・腫瘤をきたす疾患(群)を列挙し、診断の要点を説明できる。","","","","診断","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1305.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-25","腹部膨隆（腹水を含む）・腫瘤","F-01-25-na","なし","F-01-25-na-03","腹部膨隆（腹水を含む）・腫瘤がある患者の治療の要点を説明し、専門的治療が必要な状態を概説できる。","","","","治療の要点","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1306.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-26","貧血","F-01-26-na","なし","F-01-26-na-01","貧血の原因と病態生理を説明できる。","","","","病態生理","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1307.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-26","貧血","F-01-26-na","なし","F-01-26-na-02","貧血をきたす疾患(群)を列挙し、診断の要点を説明できる。","","","","診断","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1308.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-26","貧血","F-01-26-na","なし","F-01-26-na-03","貧血がある患者の治療の要点を説明し、専門的治療が必要な状態を概説できる。","","","","治療の要点","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
1309.0,"F","診療の基本","F-01","症候・病態からのアプローチ","F-01-27","リンパ節腫脹","F-01-27-na","なし","F-01-27-na-01","リンパ節腫脹の原因と病態生理を説明できる。","","","","病態生理","","","臨床推論に主要な症候の病態生理・診断の要点・専門的治療が必要な状態を概説できる。という項目を作り、そこに症候を列挙することを提案する(近藤)",""
